GENIUS Ultimate Anti-Aging Eye Cream,"水 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 甘油, 丙三醇 乳油木果脂, 雪亚脂, 乳木果, 乳油木, ... 氢化聚异丁烯 暂无 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 甘油硬脂酸, 硬脂酸甘油酯, 甘油硬脂酸酯 PEG-100 硬脂酸酯 棕榈醇, 鲸蜡硬脂醇 鲸蜡醇, 棕榈醇, 十六醇, 16醇, ... 戊二醇, 1, 2-戊二醇 硅石, 石英, 二氧化硅 暂无 藻提取 棕榈酰低聚肽, 棕榈酰寡肽 四胜肽棕榈酸酯, 棕榈酰四肽-3 铜赖氨酸/脯氨酸 磷酸甲基葡萄糖苷 合欢花提取 非洲吊灯树果提取 长叶车前叶提取 白杨素 吡喃葡糖苷 咯烷酮羧酸钠, 钠羟基皮酪烷酮, PCA 钠 明串球菌/萝蔔根发酵产物滤液 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 鲸蜡硬脂醇聚醚-20, 鲸蜡硬脂醇醚-20 辛乙二醇, 辛甘醇, 1, 2-辛二醇 硬脂醇聚醚-20, 硬脂醇聚氧乙烯醚(20) 丙烯酸/C10-30烷基丙烯酸聚合物, ... 丁二醇, 1, 3-丁二醇 苯甲酸钠, 安息香酸钠 山梨酸钾, 己二稀酸钾, 己二烯酸钾 黄原胶, 三仙胶, 山羊胶, 汉生胶 氯己定二葡糖酸盐, 洗必泰葡萄糖酸 N-羟基琥珀酼亚胺 氯苯甘醚 柠檬酸钠, 枸橼酸钠 乙二胺四乙基二钠, 乙酸乙二胺二钠 柠檬酸 氢氧化钠 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 "
Multi-Active Day Cream SPF 20 - All Skin Types,"帕索 1789, 丁基甲氧基二苯甲酰基甲烷 甲基水杨醇, 胡莫柳酯 欧托奎雷, 奥克立林 水 甘油, 丙三醇 丁基辛醇水杨酸酯 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... C12-15 烷醇苯甲酸酯, ... 乙醇, 酒精 1, 3-丙二醇 鲸蜡醇磷酸酯钾 香料, 香水, 香精, 香味 纤维素 鲸蜡硬脂基葡糖苷 野续断提取 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 丙烯酸/C10-30烷基丙烯酸聚合物, ... 辛乙二醇, 辛甘醇, 1, 2-辛二醇 二氧化钛 트로메타민 合成氟金云母 乙二胺四乙基二钠, 乙酸乙二胺二钠 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 黄原胶, 三仙胶, 山羊胶, 汉生胶 玻尿酸钠, 透明质酸钠, 玻璃酸钠 聚二甲基硅氧烷醇 生育醇, 生育酚, 维他命E, 维生素E, ... 丁二醇, 1, 3-丁二醇 欧查状柿叶提取 麦芽糖煳精, 麦芽煳精 欧洲变豆菜提取 密罗木 柠檬酸 欧洲稻槎菜花/叶/茎提取 柠檬酸钠, 枸橼酸钠 山梨酸钾, 己二稀酸钾, 己二烯酸钾 抗坏血酸, 维他命C, 维生素C 甘醇酸, 羟基乙酸 乳酸 无符合资料 "
Blue Orchid Face Treatment Oil,"欧洲榛 广藿香油 香料, 香水, 香精, 香味 葵花籽油, 葵花油, 向日葵籽油 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 大花万代兰提取 芳樟醇, 沈香醇 柠檬油精, 柑橘皮粹取, 苎烯 香豆素 丁香酚 "
Extra-Comfort Toning Lotion,"双丙甘醇 聚乙二醇-8 丁二醇, 1, 3-丁二醇 维生素原B5, 维他命原B5, 泛醇 聚乙二醇-32 聚乙二醇 聚乙二醇-40 氢化蓖麻油 癸酸 香料, 香水, 香精, 香味 卡波莫, 卡波姆, 聚羧乙烯, 卡波树脂 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 棕榈酸维他命A, 维他命A酯, 棕榈酸视黄酯, ... 向日葵, 太阳花 亚麻 亚麻花提取 欧洲椴提取 甜杏仁 甜杏仁 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 丁酯, 对羟基苯甲酸丁酯, 羟苯丁酯, ... 苯甲酸酯类, 羟基苯甲酸酯 苯甲酸甲脂, 对羟基苯甲酸甲酯, 羟苯甲酯, ... 对羟基苯甲酸异丁酯, 异对羟基苯甲酸丁酯, ... 对羟基苯甲酸丙酯, 羟苯丙酯, 尼泊金丙酯, ... 黄原胶, 三仙胶, 山羊胶, 汉生胶 山梨酸钾, 己二稀酸钾, 己二烯酸钾 二丁基羟基甲苯, 丁羟甲苯, 丁基羟基甲苯 羟基香茅醛 水杨酸MEA盐 戊基肉桂醛 茴香醇 苯甲酸苯甲酯, 苯甲酸苄酯 丁香酚 FD&C 色料 黄色六号, 日落黄 无符合资料 无符合资料 "
Gentle Foaming Cleanser-Combination or Oily Skin ,"水 甘油, 丙三醇 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 十四烷脂肪酸, 肉豆蔻酸, 十四酸 氢氧化钾 二乙醇二硬脂酸, 乙二醇二硬脂酸酯, ... 月桂酸, 12酸, 十二酸 月桂酰肌氨酸钠 月桂醇聚醚硫酸酯TIPA盐 淀粉辛烯基琥珀酯铝盐, 淀粉辛烯基琥珀酸铝 甘油山嵛酸酯 矿蜡, 地蜡, 白地蜡, 纯地蜡 香料, 香水, 香精, 香味 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 木蜜醇, 甘露醇, 甘露糖醇 丙二醇, 丙烯乙二醇, 1, 2-丙二醇 纤维素 乙二氨四醋酸四钠, 乙二胺四乙酸四钠, ... α-葡低聚糖, α-葡聚糖寡糖 菊薯根汁 水杨酸钠 酒石酸 麦芽糖煳精, 麦芽煳精 酸豆提取 丙烯酸(酯)类/甲基丙烯酸铵共聚物 クエン酸トリエチル 草棉籽提取 羟丙基甲基纤维素 圆锥石头花根提取 乳酸菌 山梨酸钾, 己二稀酸钾, 己二烯酸钾 甲基氯异塞唑晽酮, 甲基氯异噻唑啉酮 甲基异噻唑啉酮 山梨酸, 己二烯酸 二丁基羟基甲苯, 丁羟甲苯, 丁基羟基甲苯 水杨酸苄酯 丁苯基甲基丙醛 柠檬油精, 柑橘皮粹取, 苎烯 芳樟醇, 沈香醇 二氧化钛 蓝色色料, 群青 "
Santal Face Treatment Oil,"欧洲榛籽油, 榛果油 檀香油 白荳蔻 洋芫荽, 欧芹 薰衣草油 香料, 香水, 香精, 香味 芳樟醇, 沈香醇 柠檬油精, 柑橘皮粹取, 苎烯 α异甲基紫罗酮, α-异甲基紫罗兰酮 柠檬醛 "
Cleansing Milk with Alpine Herbs,"水 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 辛基十二烷醇, 辛基十二醇 甘油, 丙三醇 聚山梨醇酯 60, 聚山梨醇酯-60 α-葡低聚糖, α-葡聚糖寡糖 香料, 香水, 香精, 香味 三乙醇胺 丙烯酸/C10-30烷基丙烯酸聚合物, ... 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 棕榈醇, 鲸蜡硬脂醇 亚麻 丙二醇, 丙烯乙二醇, 1, 2-丙二醇 苯甲酸甲脂, 对羟基苯甲酸甲酯, 羟苯甲酯, ... 山梨酸钾, 己二稀酸钾, 己二烯酸钾 鲸蜡硬脂基葡糖苷 乙二胺四乙基二钠, 乙酸乙二胺二钠 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 药蜀葵, 蜀葵属植物 杏仁, 扁桃 山金车, 山金车粹取 金丝桃, 贯叶连翘 杜松子, 杜松果, 欧刺柏 薄荷萃取, 香蜂草, 蜜蜂花 欧洲赤松 紫蓝花白芨 丁酯, 对羟基苯甲酸丁酯, 羟苯丁酯, ... 乙酯, 羟基苯甲酸乙酯, 羟苯乙酯, ... 棕榈酸维他命A, 维他命A酯, 棕榈酸视黄酯, ... 花生果提取 对羟基苯甲酸异丁酯, 异对羟基苯甲酸丁酯, ... 对羟基苯甲酸丙酯, 羟苯丙酯, 尼泊金丙酯, ... 黄龙胆 黄原胶, 三仙胶, 山羊胶, 汉生胶 氯苯甘醚 二丁基羟基甲苯, 丁羟甲苯, 丁基羟基甲苯 芳樟醇, 沈香醇 苯甲酸苯甲酯, 苯甲酸苄酯 α异甲基紫罗酮, α-异甲基紫罗兰酮 苯甲醇 丁香酚 水杨酸苄酯 戊基肉桂醛 茴香醇 香叶醇 FD&C 色料 蓝色一号 FD&C 色料 黄色五号, 柠檬黄, 酒石黄 "
Lotus Face Treatment Oil,"欧洲榛 香天竺葵, 香叶天竺葵 香料, 香水, 香精, 香味 迷迭香 洋甘菊, 罗马洋甘菊, 母菊, 白花春黄菊, ... 南欧丹参, 快乐鼠尾草 百脉根 香茅醇 芳樟醇, 沈香醇 香叶醇 柠檬油精, 柑橘皮粹取, 苎烯 柠檬醛 香豆素 苯甲酸苯甲酯, 苯甲酸苄酯 "
Beauty Flash Balm,"水 丙二醇, 丙烯乙二醇, 1, 2-丙二醇 辛基十二烷醇, 辛基十二醇 米淀粉 聚山梨醇酯 60, 聚山梨醇酯-60 硬脂酸己六酯, 山梨坦硬脂酸酯 油橄榄叶提取 三乙醇胺 卡波莫, 卡波姆, 聚羧乙烯, 卡波树脂 甜没药, 没药醇, 比萨波醇, 红没药醇, ... 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 香料, 香水, 香精, 香味 金缕梅, 金镂梅, 北美金缕梅 海藻, 海藻粹取物, 藻 柠檬酸钠, 枸橼酸钠 苯甲酸甲脂, 对羟基苯甲酸甲酯, 羟苯甲酯, ... 对羟基苯甲酸异丁酯, 异对羟基苯甲酸丁酯, ... 对羟基苯甲酸丙酯, 羟苯丙酯, 尼泊金丙酯, ... 山梨酸钾, 己二稀酸钾, 己二烯酸钾 己基肉桂醛, 己基桂醛 芳樟醇, 沈香醇 香豆素 水杨酸苄酯 丁苯基甲基丙醛 羟基香茅醛 香茅醇 香叶醇 α异甲基紫罗酮, α-异甲基紫罗兰酮 丁香酚 柠檬油精, 柑橘皮粹取, 苎烯 异丁香酚 FD&C 色料 黄色六号, 日落黄 "
Eye Contour Gel,"水 甘油, 丙三醇 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 聚乙烯 十三烷醇偏苯三酸酯 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 异十八醇, 异硬脂醇 丁二醇椰油酸酯 果寡醣, 低聚果糖 木蜜醇, 甘露醇, 甘露糖醇 木醣醇, 木糖醇 咖啡因 玻尿酸钠, 透明质酸钠, 玻璃酸钠 甘草亭酸 鼠李糖, 甲基戊糖 楔基海带 丙烯酸/C10-30烷基丙烯酸聚合物, ... 戊二醇, 1, 2-戊二醇 辛乙二醇, 辛甘醇, 1, 2-辛二醇 1, 2-己二醇 乙二胺四乙基二钠, 乙酸乙二胺二钠 氢氧化钠 乙基纤维素 "
Multi-Active Day Cream-Gel - Normal to Combination Skin,"水 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 1, 3-丙二醇 甘油, 丙三醇 鲸蜡硬脂醇异壬酸酯 纤维素 丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 香料, 香水, 香精, 香味 野续断提取 丙烯酸/C10-30烷基丙烯酸聚合物, ... 二氧化钛 合成氟金云母 乙基己基甘油 PPG-5-鲸蜡醇聚醚-20 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 트로메타민 玻尿酸钠, 透明质酸钠, 玻璃酸钠 柠檬酸 丁二醇, 1, 3-丁二醇 欧查状柿叶提取 麦芽糖煳精, 麦芽煳精 乙二胺四乙基二钠, 乙酸乙二胺二钠 欧洲变豆菜提取 密罗木 欧洲稻槎菜花/叶/茎提取 柠檬酸钠, 枸橼酸钠 山梨酸钾, 己二稀酸钾, 己二烯酸钾 抗坏血酸, 维他命C, 维生素C FD&C 色料 红色四号 甘醇酸, 羟基乙酸 乳酸 聚乙烯醇 D&C 色料 红色卅三号 七肽-15棕榈酸酯 "
UV PLUS Anti-Pollution Sunscreen Multi-Protection Tint SPF 50,"甲基水杨醇, 胡莫柳酯 欧托奎雷, 奥克立林 二苯酮-3, 羟基苯酮 二氧化钛 水 乙醇, 酒精 聚甘油-3 聚二甲基硅羟乙基聚二甲基硅氧烷 氢氧化铝 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 PEG/PPG-18/18 聚二甲基硅氧烷 尼龙-12, 锦纶-12 聚乙二醇 12 聚二甲基硅氧烷, ... 氯化钠, 食盐 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 香料, 香水, 香精, 香味 甘油, 丙三醇 乙基己基甘油 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 乙二胺四乙基二钠, 乙酸乙二胺二钠 欧洲变豆菜提取 丁二醇, 1, 3-丁二醇 月桂酰谷氨酸钠 离氨酸, 离胺酸, 赖氨酸 氯化镁 玻尿酸钠, 透明质酸钠, 玻璃酸钠 羟丙基三甲基氯化铵麦芽煳精交联聚合物 嗜热栖热菌发酵产物 欧洲稻槎菜花/叶/茎提取 黑茶镳子芽提取 山梨酸钾, 己二稀酸钾, 己二烯酸钾 柠檬酸 茶叶提取 甜瓜果提取 氧化铁 "
Clarifying Lotion 2,"变性酒精, 变性乙醇, SD 乙醇 40, ... 纯水, 纯化水 金缕梅, 金镂梅, 北美金缕梅 甘油, 丙三醇 薄荷脑, 薄荷醇 硼砂, 硼酸钠, 四硼酸钠 酸性紫 43 红色色料 "
Take The Day Off Cleansing Balm,"棕榈酸异辛酯, 棕榈酸乙基己酯, 棕榈酸盐 红花 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 山梨醇聚醚-30 四油酸酯 聚乙烯 PEG-5 甘油三异硬脂酸酯 水 生育醇, 生育酚, 维他命E, 维生素E, ... 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 "
Clarifying Lotion 3,"变性酒精, 变性乙醇, SD 乙醇 40, ... 水 金缕梅, 金镂梅, 北美金缕梅 甘油, 丙三醇 薄荷脑, 薄荷醇 硼砂, 硼酸钠, 四硼酸钠 酸性紫 43 D&C 色料 红色卅三号 红色色料 "
Rinse-Off Foaming Cleanser,"水 甘油, 丙三醇 硬脂酸钾 棕榈酸钾 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 棕榈酸, 16酸, 十六酸 甲椰酰基牛磺酸钠, 甲基椰油酰基牛磺酸钠 月桂酸钾 聚乙烯 月桂酸, 12酸, 十二酸 肉豆蔻酸钾 十四烷脂肪酸, 肉豆蔻酸, 十四酸 PEG-3 二硬脂酸酯 月桂醇聚醚硫酸酯钠盐, 十二烷基醚硫酸钠, ... 棕榈酸钠 月桂酰乳酰乳酸钠 辛酸/癸酸三酸甘油酯, 辛酸/癸酸甘油三酯, ... 山梨酸钾, 己二稀酸钾, 己二烯酸钾 α-葡低聚糖, α-葡聚糖寡糖 香料, 香水, 香精, 香味 月桂基葡糖苷 丙二醇, 丙烯乙二醇, 1, 2-丙二醇 椰油酰羟乙磺酸钠, 椰油基羟乙基磺酸钠, ... 聚季铵盐-7 乙二氨四醋酸四钠, 乙二胺四乙酸四钠, ... 安息香酸, 苯甲酸 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 山梨醣醇, 山梨糖醇, 山梨醇, 葡萄糖醇, ... 欧锦葵提取 苯甲酸甲脂, 对羟基苯甲酸甲酯, 羟苯甲酯, ... 北美鹅掌楸叶蜡 乙二胺四乙基二钠, 乙酸乙二胺二钠 对羟基苯甲酸丙酯, 羟苯丙酯, 尼泊金丙酯, ... 乙酯, 羟基苯甲酸乙酯, 羟苯乙酯, ... 丁酯, 对羟基苯甲酸丁酯, 羟苯丁酯, ... 对羟基苯甲酸异丁酯, 异对羟基苯甲酸丁酯, ... "
Repairwear Laser Focus Wrinkle Correcting Eye Cream,"水 角鲨烷 丁二醇, 1, 3-丁二醇 棕榈酸异辛酯, 棕榈酸乙基己酯, 棕榈酸盐 甘油, 丙三醇 辛酸/癸酸/肉豆蔻酸/硬脂酸甘油三酯 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 甲基葡萄糖20环氧乙烷, 甲基葡糖醇聚醚-20 PEG-100 硬脂酸酯 鲸蜡醇, 棕榈醇, 十六醇, 16醇, ... 甘油硬脂酸, 硬脂酸甘油酯, 甘油硬脂酸酯 聚乙二醇-8 聚甲基硅倍半氧烷 氢化卵磷脂, 氢化卵燐脂 钩沙菜提取 藻提取 豨签提取 海茴香提取 大麦提取 小球藻提取 小黄瓜, 胡瓜 迷迭香叶提取 粉团扇藻叶状体提取 掌状海带提取 茶叶提取 覆膜酵母菌发酵产物滤液 乳清蛋白 氢化植物油 微球菌溶解物, 微球菌溶胞产物 酪梨油, 酪梨, 鳄梨, 牛油果 麦角硫因, 麦硫因 生物素, 维生素H, 维生素B7, 辅酶R 乙酰葡萄糖氨, 乙酰葡糖胺 咖啡因 卵燐脂, 卵磷脂, 磷脂酰胆硷 棕榈酰低聚肽, 棕榈酰寡肽 글리세릴폴리메타크릴레이트 聚硅氧烷-11 丙二醇二辛酸酯 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 蔗糖 海藻醣, 海藻糖 戊二醇, 1, 2-戊二醇 卡波莫, 卡波姆, 聚羧乙烯, 卡波树脂 向日葵, 太阳花 트로메타민 鞘氨醇, 植物鞘氨醇 脂溶性维他命C, 酯化C, 酯化维他命C, ... 胆甾醇 咯烷酮羧酸锌, PCA锌 己二醇 羟乙基纤维素 玻尿酸钠, 透明质酸钠, 玻璃酸钠 硫酸钾 柠檬酸 辛乙二醇, 辛甘醇, 1, 2-辛二醇 柠檬酸钠, 枸橼酸钠 联苯乙烯二苯基二磺酸二钠 乙二胺四乙基二钠, 乙酸乙二胺二钠 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 二氧化钛 "
Smart Night Custom-Repair Moisturizer - Very Dry to Dry,"水 甘油, 丙三醇 辛酸/癸酸/肉豆蔻酸/硬脂酸甘油三酯 矿脂, 凡士林 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 丁二醇, 1, 3-丁二醇 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 甘油醇26, 甘油聚醚-26 甘油硬脂酸, 硬脂酸甘油酯, 甘油硬脂酸酯 PEG-100 硬脂酸酯 棕榈醇, 鲸蜡硬脂醇 酸豆籽提取 百金花提取 藻提取 微球菌溶解物, 微球菌溶胞产物 大豆蛋白 水解大豆蛋白 酵母, 酵母菌胞溶产物, 酵母提取 茶叶 酵母菌发酵产物滤液 豨签提取 咖啡因 生物素, 维生素H, 维生素B7, 辅酶R 麦角硫因, 麦硫因 六胜肽, 六胜月太, 六元胜肽, 乙酰基六肽, ... 大豆氨基酸类 维他命C磷酸氨盐, 氨基丙醇抗坏血酸磷酸酯 木鲁星果棕籽脂 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 鲸蜡硬脂基葡糖苷 异十六烷 辛乙二醇, 辛甘醇, 1, 2-辛二醇 丙烯酸/C10-30烷基丙烯酸聚合物, ... 丙烯酰胺/丙烯酰基二甲基牛磺酸钠共聚物 己二醇 卵燐脂, 卵磷脂, 磷脂酰胆硷 苯甲酸钠, 安息香酸钠 羟乙基纤维素 乙二胺四乙基二钠, 乙酸乙二胺二钠 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 "
Take The Day Off Cleansing Oil,"鲸蜡硬脂醇辛酸酯, 辛酸十六酯, 鲸蜡辛酸, ... 三异辛酸甘油酯, 甘油三(乙基己酸)酯 PEG-20 甘油三异硬脂酸酯 聚异丁烯, 聚丁烯 PEG-8 二异硬脂酸酯 PEG-12 二异硬脂酸酯 PPG-15 硬脂基醚, PPG-15 硬脂醇醚 水 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 甘油, 丙三醇 洋甘菊, 罗马洋甘菊, 母菊, 白花春黄菊, ... 辛乙二醇, 辛甘醇, 1, 2-辛二醇 甘油月桂酸酯 二丁基羟基甲苯, 丁羟甲苯, 丁基羟基甲苯 "
Repairwear Anti-Gravity Eye Cream,"水 乳油木果脂, 雪亚脂, 乳木果, 乳油木, ... 棕榈醇, 鲸蜡硬脂醇 丁二醇, 1, 3-丁二醇 氢化聚异丁烯 苯基三甲基聚硅氧烷, 苯基聚三甲基硅氧烷 聚甘油-3 蜂蜡酸酯 聚异丁烯, 聚丁烯 蔗糖 聚甲基丙烯酸甲酯, 热塑性树脂 合成鲸蜡 异硬脂醇新戊酸酯 甘油, 丙三醇 鲸蜡硬脂基葡糖苷 豨签提取 茶叶提取 大麦 小麦 亚麻仁油酸, 亚麻油酸, 亚油酸 胆甾醇 咖啡因 棕榈酰低聚肽, 棕榈酰寡肽 角鲨烷 鞘氨醇, 植物鞘氨醇 玻尿酸钠, 透明质酸钠, 玻璃酸钠 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 辛乙二醇, 辛甘醇, 1, 2-辛二醇 聚乙二醇-8 甲基葡糖倍半硬脂酸酯 聚硅氧烷-11 글리세릴폴리메타크릴레이트 PEG-100 硬脂酸酯 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 1, 2-己二醇 丙烯酸/C10-30烷基丙烯酸聚合物, ... 去水醋酸钠, 脱氢乙酸钠 脂溶性维他命C, 酯化C, 酯化维他命C, ... 氨甲基丙醇 硫酸钾 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 乙二胺四乙基二钠, 乙酸乙二胺二钠 二氧化钛 云母 "
Redness Solutions Soothing Cleanser,"水 角鲨烷 甘油, 丙三醇 丁二醇, 1, 3-丁二醇 苯基三甲基聚硅氧烷, 苯基聚三甲基硅氧烷 丙烯酰二甲基牛磺酸铵/VP 共聚物 燕麦 小黄瓜, 胡瓜 大麦 蔗糖硬脂酸酯 柳珊瑚 胆甾醇 向日葵, 太阳花 德国洋甘菊 乙酰葡萄糖氨, 乙酰葡糖胺 PPG-20 甲基葡糖醚 咖啡因 丙二醇二癸酸酯 辛乙二醇, 辛甘醇, 1, 2-辛二醇 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 氯化钠, 食盐 乙二胺四乙基二钠, 乙酸乙二胺二钠 二丁基羟基甲苯, 丁羟甲苯, 丁基羟基甲苯 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 聚氨丙基双胍 FD&C 色料 黄色五号, 柠檬黄, 酒石黄 绿色色料 FD&C 色料 蓝色一号 "
All About Eyes Serum De-Puffing Eye Massage,"水 丁二醇, 1, 3-丁二醇 甘油, 丙三醇 咖啡因 维生素原B5, 维他命原B5, 泛醇 虎杖根提取 葡萄籽萃取 卷柏 迷迭香 蛇麻实, 啤酒花 石榴 柑橘, 红柑 酵母, 酵母菌胞溶产物, 酵母提取 生物糖胶-1, 生物糖 胶-1 亚麻酸 玻尿酸钠, 透明质酸钠, 玻璃酸钠 月桂醇聚醚-7 亚麻仁油酸, 亚麻油酸, 亚油酸 甘氨酸, 左旋甘氨酸, 糖胶, 氨基乙酸, ... 卡波莫, 卡波姆, 聚羧乙烯, 卡波树脂 环煳精 羟脯氨酸 丙烯酸酯聚合体, 丙烯酸(酯)类共聚物 C13-14 异烷烃, C13-14 异链烷烃 聚丙烯酰胺 辛乙二醇, 辛甘醇, 1, 2-辛二醇 脯氨酸 乙基双亚氨基甲基癒创木酚锰氯化物, ... 去甲二氢愈创木酸 黄原胶, 三仙胶, 山羊胶, 汉生胶 己二醇 乙二胺四乙基二钠, 乙酸乙二胺二钠 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 二氧化钛 云母 "
Repairwear Laser Focus Night Line Smoothing Cream for Very Dry to Dry Combination Skin,"水 季戊四醇四辛酸酯, 季戊四醇四（乙基己酸）酯 丁二醇, 1, 3-丁二醇 硬脂酸, 18酸, 十八酸, 己基癸醇硬脂酸酯 荷荷葩油, 荷荷巴油, 荷荷芭油, 霍霍巴油, ... 甘油硬脂酸, 硬脂酸甘油酯, 甘油硬脂酸酯 甘油, 丙三醇 PEG-100 硬脂酸酯 氢化卵磷脂, 氢化卵燐脂 棕榈醇, 鲸蜡硬脂醇 硅灵, 地美司康, 二甲基硅酮, 二甲硅油, ... 脂肪酸醇类, 山嵛醇 蓖麻油酸盐抗醇, 鲸蜡醇蓖麻油酸酯 线状阿司巴拉妥叶提取 茶叶提取 黄芩根提取 白桦树皮提取 积雪草提取 桑树, 桑白根, 白桑根, 桑白皮, 桑皮 DNA 钠盐, DNA钠 酵母菌溶胞物提取 木鲁星果棕籽脂 微球菌溶解物, 微球菌溶胞产物 虎杖根提取 水解大米提取 罗布斯塔咖啡树籽提取 小麦胚芽提取 粉团扇藻叶状体提取 迷迭香叶提取 豨签提取 大麦 藻提取 六胜肽, 六胜月太, 六元胜肽, 乙酰基六肽, ... 甜菜硷, 三甲基甘氨酸, 甜菜碱, 甜菜碱 肌酸 海藻醣, 海藻糖 咖啡因 胆甾醇 角鲨烷 精氨酸 脱羧肌肽 HCL 卤虫提取 磷酸腺苷 羟脯氨酸 β-还原辅酶I钠盐, B-还原辅酶I钠盐 硬脂酸乙基己酯 蔗糖 脯氨酸 鞘氨醇, 植物鞘氨醇 丙二醇二癸酸酯 棕榈酸异辛酯, 棕榈酸乙基己酯, 棕榈酸盐 月桂基二甲基铵羟丙基水解大豆蛋白 丙烯酸酯聚合体, 丙烯酸(酯)类共聚物 矿脂, 凡士林 辛乙二醇, 辛甘醇, 1, 2-辛二醇 山梨醣醇, 山梨糖醇, 山梨醇, 葡萄糖醇, ... 丙烯酰胺/丙烯酰基二甲基牛磺酸钠共聚物 RNA钠 鲸蜡硬脂基葡糖苷 异十六烷 丙烯酸/C10-30烷基丙烯酸聚合物, ... 亚麻仁油酸, 亚麻油酸, 亚油酸 醋酸盐维他命E, 醋酸生育酚酯, 生育酚醋酸酯, ... 트로메타민 디팔미토일하이드록시프롤린 玻尿酸钠, 透明质酸钠, 玻璃酸钠 酵母, 酵母菌胞溶产物, 酵母提取 聚山梨醇酯 80, 聚山梨醇酯-80 毛喉鞘蕊花, 髯毛鞘蕊花 大豆蛋白 卵燐脂, 卵磷脂, 磷脂酰胆硷 甘氨酸, 左旋甘氨酸, 糖胶, 氨基乙酸, ... 维他命C磷酸氨盐, 氨基丙醇抗坏血酸磷酸酯 卡波莫, 卡波姆, 聚羧乙烯, 卡波树脂 去甲二氢愈创木酸 抗坏血酸生育酚马来酸酯 黄原胶, 三仙胶, 山羊胶, 汉生胶 柠檬酸 己二醇 硫酸钾 山梨酸钾, 己二稀酸钾, 己二烯酸钾 乙二胺四乙基二钠, 乙酸乙二胺二钠 苯氧乙醇, 苯氧基乙醇, 二苯氧基乙醇 "
